Episode	Accumulated Reward	Length	Steps
136	-1.0	1	234
137	-1.0	1	235
138	1.0	3	238
139	-1.0	1	239
140	-1.0	2	241
141	-1.0	3	244
142	-1.0	5	249
143	-1.0	1	250
144	-1.0	1	251
145	1.0	1	252
146	-1.0	2	254
147	1.0	2	256
148	-1.0	2	258
149	-1.0	1	259
150	1.0	2	261
151	1.0	1	262
152	-1.0	1	263
153	-1.0	3	266
154	-1.0	1	267
155	1.0	2	269
156	-1.0	3	272
157	-1.0	2	274
158	-1.0	3	277
159	1.0	1	278
160	1.0	3	281
161	-1.0	1	282
162	1.0	3	285
163	-1.0	1	286
164	-1.0	1	287
165	1.0	2	289
166	-1.0	3	292
167	1.0	3	295
168	1.0	4	299
169	-1.0	2	301
170	-1.0	2	303
171	-1.0	1	304
172	-1.0	2	306
173	1.0	1	307
174	1.0	3	310
175	-1.0	1	311
176	-1.0	4	315
177	-1.0	1	316
178	1.0	1	317
179	-1.0	1	318
180	1.0	1	319
181	1.0	3	322
182	-1.0	2	324
183	0.0	1	325
184	1.0	2	327
185	1.0	2	329
186	-1.0	1	330
187	-1.0	3	333
188	-1.0	2	335
189	-1.0	4	339
190	-1.0	3	342
191	-1.0	3	345
192	-1.0	2	347
193	-1.0	2	349
194	1.0	1	350
195	-1.0	1	351
196	-1.0	1	352
197	-1.0	1	353
198	1.0	2	355
199	0.0	2	357
200	1.0	2	359
201	-1.0	2	361
202	1.0	2	363
203	-1.0	1	364
204	-1.0	2	366
205	1.0	1	367
206	-1.0	5	372
207	1.0	3	375
208	0.0	2	377
209	-1.0	2	379
210	-1.0	2	381
211	1.0	2	383
212	-1.0	1	384
213	-1.0	1	385
214	-1.0	2	387
215	-1.0	1	388
216	1.0	2	390
217	-1.0	1	391
218	1.0	3	394
219	1.0	2	396
220	-1.0	3	399
221	-1.0	1	400
222	-1.0	4	404
223	-1.0	1	405
224	1.0	3	408
225	-1.0	2	410
226	-1.0	5	415
227	1.0	2	417
228	-1.0	4	421
229	0.0	2	423
230	-1.0	5	428
231	-1.0	1	429
232	0.0	1	430
233	0.0	2	432
234	1.0	1	433
235	-1.0	2	435
236	-1.0	3	438
237	-1.0	1	439
238	-1.0	2	441
239	1.0	4	445
240	-1.0	1	446
241	1.0	2	448
242	1.0	1	449
243	-1.0	2	451
244	-1.0	1	452
245	-1.0	4	456
246	-1.0	1	457
247	-1.0	1	458
248	-1.0	2	460
249	1.0	2	462
250	0.0	1	463
251	-1.0	1	464
252	1.0	2	466
253	1.0	4	470
254	0.0	2	472
255	1.0	3	475
256	-1.0	3	478
257	0.0	2	480
258	-1.0	3	483
259	-1.0	2	485
260	1.0	3	488
261	1.0	2	490
262	1.0	2	492
263	-1.0	1	493
264	1.0	2	495
265	-1.0	4	499
266	-1.0	4	503
267	-1.0	1	504
268	-1.0	1	505
269	-1.0	2	507
270	0.0	2	509
271	-1.0	5	514
272	-1.0	2	516
273	-1.0	2	518
274	-1.0	2	520
275	-1.0	2	522
276	1.0	1	523
277	-1.0	1	524
278	-1.0	1	525
279	-1.0	3	528
280	-1.0	1	529
281	1.0	3	532
282	-1.0	1	533
283	1.0	2	535
284	1.0	2	537
285	1.0	2	539
286	-1.0	1	540
287	1.0	1	541
288	-1.0	1	542
289	-1.0	1	543
290	-1.0	3	546
291	-1.0	1	547
292	-1.0	1	548
293	-1.0	1	549
294	-1.0	2	551
295	0.0	3	554
296	1.0	3	557
297	1.0	1	558
298	1.0	1	559
299	-1.0	1	560
300	-1.0	2	562
301	-1.0	2	564
302	1.0	1	565
303	1.0	3	568
304	-1.0	4	572
305	1.0	1	573
306	0.0	2	575
307	1.0	2	577
308	-1.0	1	578
309	1.0	2	580
310	-1.0	1	581
311	-1.0	2	583
312	1.0	2	585
313	1.0	1	586
314	-1.0	3	589
315	-1.0	1	590
316	1.0	2	592
317	-1.0	1	593
318	-1.0	2	595
319	-1.0	1	596
320	1.0	4	600
321	-1.0	1	601
322	-1.0	4	605
323	-1.0	2	607
324	-1.0	1	608
325	-1.0	1	609
326	-1.0	2	611
327	-1.0	1	612
328	1.0	1	613
329	1.0	3	616
330	-1.0	4	620
331	1.0	3	623
332	1.0	1	624
333	1.0	1	625
334	-1.0	2	627
335	-1.0	1	628
336	-1.0	1	629
337	-1.0	2	631
338	-1.0	2	633
339	-1.0	2	635
340	-1.0	1	636
341	-1.0	1	637
342	-1.0	2	639
343	-1.0	2	641
344	-1.0	1	642
345	-1.0	1	643
346	-1.0	1	644
347	-1.0	1	645
348	-1.0	1	646
349	1.0	1	647
350	-1.0	3	650
351	-1.0	2	652
352	-1.0	2	654
353	-1.0	2	656
354	-1.0	1	657
355	0.0	3	660
356	-1.0	1	661
357	1.0	1	662
358	-1.0	2	664
359	-1.0	1	665
360	1.0	1	666
361	1.0	2	668
362	1.0	1	669
363	-1.0	2	671
364	1.0	2	673
365	-1.0	1	674
366	-1.0	1	675
367	1.0	1	676
368	-1.0	1	677
369	-1.0	1	678
370	-1.0	3	681
371	-1.0	1	682
372	0.0	1	683
373	1.0	2	685
374	-1.0	3	688
375	1.0	2	690
376	1.0	2	692
377	1.0	1	693
378	-1.0	1	694
379	-1.0	1	695
380	-1.0	1	696
381	-1.0	2	698
382	-1.0	1	699
383	1.0	2	701
384	1.0	3	704
385	1.0	2	706
386	-1.0	1	707
387	-1.0	1	708
388	-1.0	1	709
389	1.0	2	711
390	1.0	1	712
391	-1.0	2	714
392	-1.0	1	715
393	1.0	1	716
394	1.0	3	719
395	-1.0	3	722
396	-1.0	1	723
397	-1.0	1	724
398	1.0	2	726
399	-1.0	2	728
400	-1.0	1	729
401	1.0	4	733
402	1.0	2	735
403	-1.0	1	736
404	-1.0	2	738
405	-1.0	3	741
406	1.0	2	743
407	1.0	3	746
408	-1.0	1	747
409	-1.0	1	748
410	-1.0	1	749
411	-1.0	1	750
412	-1.0	1	751
413	-1.0	1	752
414	-1.0	3	755
415	-1.0	1	756
416	1.0	1	757
417	-1.0	1	758
418	-1.0	2	760
419	-1.0	1	761
420	-1.0	3	764
421	-1.0	1	765
422	-1.0	2	767
423	-1.0	1	768
424	-1.0	2	770
425	0.0	2	772
426	-1.0	2	774
427	-1.0	2	776
428	-1.0	2	778
429	-1.0	1	779
430	-1.0	2	781
431	-1.0	2	783
432	-1.0	3	786
433	-1.0	1	787
434	-1.0	4	791
435	1.0	1	792
436	1.0	4	796
437	1.0	1	797
438	1.0	2	799
439	-1.0	2	801
440	-1.0	2	803
441	1.0	1	804
442	1.0	1	805
443	-1.0	2	807
444	1.0	1	808
445	-1.0	2	810
446	1.0	1	811
447	1.0	1	812
448	-1.0	2	814
449	1.0	3	817
450	-1.0	3	820
451	-1.0	2	822
452	-1.0	3	825
453	-1.0	1	826
454	0.0	1	827
455	0.0	1	828
456	-1.0	1	829
457	1.0	3	832
458	-1.0	2	834
459	1.0	2	836
460	-1.0	1	837
461	1.0	3	840
462	-1.0	1	841
463	-1.0	2	843
464	1.0	1	844
465	1.0	1	845
466	-1.0	2	847
467	-1.0	1	848
468	-1.0	3	851
469	1.0	4	855
470	1.0	1	856
471	-1.0	1	857
472	-1.0	1	858
473	-1.0	2	860
474	1.0	2	862
475	-1.0	1	863
476	-1.0	2	865
477	1.0	2	867
478	1.0	1	868
479	1.0	2	870
480	-1.0	1	871
481	0.0	1	872
482	-1.0	2	874
483	1.0	2	876
484	-1.0	1	877
485	0.0	1	878
486	1.0	1	879
487	-1.0	3	882
488	-1.0	3	885
489	1.0	3	888
490	-1.0	1	889
491	-1.0	2	891
492	-1.0	1	892
493	-1.0	1	893
494	-1.0	2	895
495	1.0	2	897
496	-1.0	1	898
497	-1.0	2	900
498	-1.0	2	902
499	-1.0	2	904
500	-1.0	1	905
501	-1.0	3	908
502	-1.0	3	911
503	-1.0	1	912
504	1.0	3	915
505	-1.0	2	917
506	1.0	1	918
507	-1.0	3	921
508	-1.0	3	924
509	0.0	1	925
510	0.0	3	928
511	-1.0	2	930
512	-1.0	1	931
513	1.0	1	932
514	-1.0	2	934
515	1.0	2	936
516	1.0	2	938
517	1.0	3	941
518	-1.0	2	943
519	-1.0	2	945
520	-1.0	1	946
521	-1.0	1	947
522	-1.0	1	948
523	-1.0	1	949
524	1.0	1	950
525	-1.0	2	952
526	-1.0	1	953
527	-1.0	2	955
528	-1.0	1	956
529	-1.0	1	957
530	-1.0	1	958
531	1.0	1	959
532	-1.0	2	961
533	-1.0	1	962
534	-1.0	1	963
535	-1.0	3	966
536	-1.0	3	969
537	1.0	1	970
538	1.0	2	972
539	1.0	2	974
540	1.0	1	975
541	1.0	3	978
542	-1.0	1	979
543	-1.0	2	981
544	-1.0	2	983
545	-1.0	1	984
546	-1.0	2	986
547	-1.0	1	987
548	0.0	3	990
549	-1.0	3	993
550	-1.0	2	995
551	-1.0	1	996
552	-1.0	1	997
553	-1.0	2	999
554	-1.0	1	1000
555	1.0	2	1002
556	-1.0	2	1004
557	1.0	1	1005
558	-1.0	3	1008
559	-1.0	1	1009
560	-1.0	2	1011
561	0.0	1	1012
562	-1.0	1	1013
563	-1.0	1	1014
564	-1.0	1	1015
565	-1.0	2	1017
566	-1.0	1	1018
567	-1.0	1	1019
568	-1.0	1	1020
569	-1.0	2	1022
570	1.0	2	1024
571	-1.0	2	1026
572	0.0	3	1029
573	1.0	2	1031
574	-1.0	1	1032
575	1.0	2	1034
576	-1.0	1	1035
577	-1.0	2	1037
578	-1.0	1	1038
579	1.0	2	1040
580	-1.0	1	1041
581	1.0	1	1042
582	-1.0	3	1045
583	1.0	4	1049
584	1.0	1	1050
585	0.0	1	1051
586	-1.0	1	1052
587	1.0	1	1053
588	1.0	3	1056
589	1.0	3	1059
590	-1.0	1	1060
591	-1.0	1	1061
592	-1.0	1	1062
593	1.0	3	1065
594	-1.0	1	1066
595	1.0	4	1070
596	-1.0	3	1073
597	-1.0	3	1076
598	1.0	1	1077
599	-1.0	1	1078
600	-1.0	3	1081
601	-1.0	2	1083
602	-1.0	2	1085
603	-1.0	1	1086
604	-1.0	2	1088
605	-1.0	2	1090
606	1.0	1	1091
607	0.0	2	1093
608	1.0	2	1095
609	1.0	2	1097
610	-1.0	4	1101
611	-1.0	2	1103
612	-1.0	2	1105
613	-1.0	2	1107
614	-1.0	3	1110
615	-1.0	2	1112
616	-1.0	2	1114
617	-1.0	1	1115
618	1.0	1	1116
619	-1.0	1	1117
620	-1.0	1	1118
621	0.0	3	1121
622	1.0	3	1124
623	-1.0	3	1127
624	-1.0	1	1128
625	1.0	2	1130
626	-1.0	2	1132
627	-1.0	2	1134
628	-1.0	1	1135
629	-1.0	1	1136
630	-1.0	1	1137
631	-1.0	3	1140
632	-1.0	1	1141
633	-1.0	2	1143
634	-1.0	1	1144
635	-1.0	3	1147
636	-1.0	2	1149
637	-1.0	2	1151
638	0.0	1	1152
639	-1.0	1	1153
640	-1.0	1	1154
641	-1.0	2	1156
642	1.0	2	1158
643	-1.0	2	1160
644	1.0	2	1162
645	1.0	1	1163
646	-1.0	1	1164
647	-1.0	3	1167
648	-1.0	3	1170
649	-1.0	1	1171
650	-1.0	2	1173
651	-1.0	3	1176
652	1.0	2	1178
653	-1.0	1	1179
654	0.0	1	1180
655	-1.0	1	1181
656	-1.0	3	1184
657	1.0	3	1187
658	-1.0	3	1190
659	1.0	2	1192
660	-1.0	3	1195
661	-1.0	1	1196
662	-1.0	3	1199
663	-1.0	1	1200
664	-1.0	2	1202
665	-1.0	1	1203
666	-1.0	2	1205
667	-1.0	1	1206
668	-1.0	2	1208
669	-1.0	1	1209
670	1.0	3	1212
671	-1.0	2	1214
672	0.0	2	1216
673	-1.0	1	1217
674	-1.0	2	1219
675	1.0	1	1220
676	1.0	2	1222
677	1.0	3	1225
678	1.0	3	1228
679	1.0	2	1230
680	-1.0	1	1231
681	1.0	2	1233
682	-1.0	2	1235
683	-1.0	2	1237
684	-1.0	2	1239
685	1.0	2	1241
686	-1.0	1	1242
687	1.0	4	1246
688	-1.0	1	1247
689	-1.0	2	1249
690	-1.0	3	1252
691	-1.0	1	1253
692	-1.0	3	1256
693	-1.0	1	1257
694	1.0	1	1258
695	-1.0	1	1259
696	1.0	1	1260
697	-1.0	1	1261
698	-1.0	2	1263
699	-1.0	1	1264
700	0.0	2	1266
701	-1.0	3	1269
702	-1.0	1	1270
703	-1.0	2	1272
704	-1.0	1	1273
705	1.0	1	1274
706	-1.0	2	1276
707	-1.0	3	1279
708	-1.0	1	1280
709	-1.0	1	1281
710	1.0	1	1282
711	-1.0	1	1283
712	-1.0	2	1285
713	1.0	2	1287
714	1.0	3	1290
715	1.0	1	1291
716	0.0	2	1293
717	1.0	2	1295
718	1.0	1	1296
719	-1.0	1	1297
720	-1.0	2	1299
721	1.0	2	1301
722	-1.0	1	1302
723	-1.0	1	1303
724	-1.0	2	1305
725	0.0	4	1309
726	-1.0	1	1310
727	-1.0	2	1312
728	1.0	1	1313
729	1.0	4	1317
730	0.0	3	1320
731	1.0	2	1322
732	-1.0	3	1325
733	-1.0	3	1328
734	1.0	1	1329
735	0.0	1	1330
736	1.0	3	1333
737	-1.0	1	1334
738	-1.0	2	1336
739	-1.0	3	1339
740	-1.0	1	1340
741	0.0	3	1343
742	-1.0	2	1345
743	-1.0	1	1346
744	-1.0	2	1348
745	1.0	3	1351
746	0.0	3	1354
747	-1.0	1	1355
748	-1.0	3	1358
749	-1.0	2	1360
750	1.0	1	1361
751	-1.0	1	1362
752	1.0	2	1364
753	-1.0	2	1366
754	1.0	1	1367
755	-1.0	1	1368
756	-1.0	3	1371
757	-1.0	1	1372
758	1.0	1	1373
759	1.0	2	1375
760	-1.0	3	1378
761	1.0	2	1380
762	1.0	2	1382
763	-1.0	1	1383
764	-1.0	2	1385
765	-1.0	2	1387
766	1.0	2	1389
767	1.0	1	1390
768	1.0	4	1394
769	-1.0	1	1395
770	-1.0	1	1396
771	1.0	1	1397
772	-1.0	1	1398
773	-1.0	2	1400
774	-1.0	2	1402
775	-1.0	1	1403
776	-1.0	2	1405
777	-1.0	1	1406
778	1.0	2	1408
779	1.0	1	1409
780	-1.0	2	1411
781	-1.0	1	1412
782	-1.0	2	1414
783	1.0	1	1415
784	1.0	1	1416
785	1.0	1	1417
786	-1.0	2	1419
787	-1.0	2	1421
788	-1.0	1	1422
789	-1.0	1	1423
790	-1.0	3	1426
791	-1.0	1	1427
792	-1.0	1	1428
793	-1.0	1	1429
794	1.0	3	1432
795	0.0	1	1433
796	-1.0	2	1435
797	-1.0	2	1437
798	-1.0	1	1438
799	-1.0	1	1439
800	-1.0	1	1440
801	1.0	1	1441
802	-1.0	1	1442
803	-1.0	3	1445
804	-1.0	2	1447
805	-1.0	1	1448
806	-1.0	3	1451
807	1.0	1	1452
808	-1.0	2	1454
809	-1.0	4	1458
810	-1.0	1	1459
811	1.0	1	1460
812	-1.0	3	1463
813	-1.0	1	1464
814	-1.0	2	1466
815	-1.0	1	1467
816	-1.0	1	1468
817	1.0	1	1469
818	-1.0	2	1471
819	1.0	1	1472
820	-1.0	1	1473
821	1.0	2	1475
822	-1.0	1	1476
823	1.0	1	1477
824	-1.0	1	1478
825	-1.0	2	1480
826	-1.0	3	1483
827	-1.0	2	1485
828	1.0	3	1488
829	-1.0	1	1489
830	1.0	4	1493
831	1.0	1	1494
832	1.0	1	1495
833	-1.0	2	1497
834	-1.0	2	1499
835	-1.0	3	1502
836	-1.0	1	1503
837	0.0	2	1505
838	1.0	3	1508
839	-1.0	2	1510
840	1.0	5	1515
841	1.0	3	1518
842	-1.0	2	1520
843	1.0	2	1522
844	1.0	1	1523
845	1.0	1	1524
846	1.0	3	1527
847	-1.0	1	1528
848	1.0	3	1531
849	-1.0	1	1532
850	1.0	4	1536
851	-1.0	3	1539
852	1.0	2	1541
853	-1.0	2	1543
854	-1.0	1	1544
855	1.0	4	1548
856	-1.0	5	1553
857	-1.0	1	1554
858	1.0	2	1556
859	-1.0	2	1558
860	1.0	3	1561
861	-1.0	2	1563
862	1.0	2	1565
863	-1.0	1	1566
864	1.0	1	1567
865	-1.0	2	1569
866	-1.0	1	1570
867	1.0	1	1571
868	-1.0	3	1574
869	1.0	2	1576
870	-1.0	2	1578
871	-1.0	3	1581
872	-1.0	2	1583
873	1.0	1	1584
874	-1.0	1	1585
875	-1.0	2	1587
876	1.0	3	1590
877	-1.0	1	1591
878	-1.0	2	1593
879	-1.0	5	1598
880	1.0	1	1599
881	1.0	3	1602
882	1.0	1	1603
883	1.0	1	1604
884	-1.0	1	1605
885	-1.0	2	1607
886	-1.0	2	1609
887	-1.0	3	1612
888	-1.0	2	1614
889	-1.0	1	1615
890	-1.0	1	1616
891	-1.0	1	1617
892	0.0	2	1619
893	1.0	2	1621
894	-1.0	1	1622
895	1.0	1	1623
896	-1.0	2	1625
897	-1.0	2	1627
898	1.0	3	1630
899	-1.0	1	1631
900	1.0	2	1633
901	-1.0	1	1634
902	-1.0	1	1635
903	0.0	1	1636
904	-1.0	1	1637
905	1.0	2	1639
906	1.0	1	1640
907	-1.0	2	1642
908	1.0	1	1643
909	-1.0	2	1645
910	1.0	2	1647
911	-1.0	2	1649
912	-1.0	2	1651
913	-1.0	1	1652
914	-1.0	2	1654
915	-1.0	2	1656
916	-1.0	2	1658
917	1.0	3	1661
918	-1.0	2	1663
919	1.0	1	1664
920	-1.0	3	1667
921	-1.0	2	1669
922	-1.0	1	1670
923	-1.0	2	1672
924	-1.0	3	1675
925	1.0	3	1678
926	1.0	2	1680
927	-1.0	1	1681
928	1.0	3	1684
929	-1.0	3	1687
930	-1.0	2	1689
931	-1.0	1	1690
932	-1.0	1	1691
933	-1.0	1	1692
934	-1.0	3	1695
935	-1.0	2	1697
936	1.0	3	1700
937	1.0	1	1701
938	-1.0	2	1703
939	1.0	2	1705
940	-1.0	1	1706
941	1.0	2	1708
942	1.0	4	1712
943	1.0	1	1713
944	-1.0	4	1717
945	1.0	2	1719
946	-1.0	2	1721
947	1.0	1	1722
948	-1.0	1	1723
949	-1.0	1	1724
950	-1.0	1	1725
951	1.0	3	1728
952	1.0	2	1730
953	1.0	2	1732
954	1.0	2	1734
955	-1.0	2	1736
956	-1.0	2	1738
957	1.0	1	1739
958	-1.0	1	1740
959	-1.0	2	1742
960	-1.0	1	1743
961	-1.0	2	1745
962	1.0	3	1748
963	1.0	3	1751
964	-1.0	2	1753
965	-1.0	2	1755
966	-1.0	2	1757
967	-1.0	1	1758
968	-1.0	1	1759
969	-1.0	2	1761
970	-1.0	1	1762
971	0.0	1	1763
972	-1.0	2	1765
973	-1.0	1	1766
974	-1.0	1	1767
975	-1.0	2	1769
976	1.0	1	1770
977	-1.0	3	1773
978	-1.0	2	1775
979	-1.0	1	1776
980	1.0	2	1778
981	1.0	1	1779
982	0.0	1	1780
983	-1.0	2	1782
984	-1.0	1	1783
985	-1.0	1	1784
986	-1.0	3	1787
987	-1.0	2	1789
988	-1.0	1	1790
989	-1.0	1	1791
990	-1.0	1	1792
991	-1.0	1	1793
992	-1.0	1	1794
993	-1.0	1	1795
994	1.0	2	1797
995	-1.0	2	1799
996	1.0	1	1800
997	1.0	4	1804
998	-1.0	1	1805
999	-1.0	2	1807
1000	-1.0	2	1809
1001	0.0	2	1811
1002	-1.0	1	1812
1003	1.0	2	1814
1004	-1.0	2	1816
1005	-1.0	1	1817
1006	-1.0	1	1818
1007	-1.0	1	1819
1008	-1.0	1	1820
1009	-1.0	1	1821
1010	-1.0	1	1822
1011	1.0	2	1824
1012	-1.0	2	1826
1013	1.0	3	1829
1014	-1.0	3	1832
1015	-1.0	2	1834
1016	-1.0	1	1835
1017	0.0	2	1837
1018	1.0	1	1838
1019	-1.0	4	1842
1020	-1.0	2	1844
1021	-1.0	1	1845
1022	1.0	1	1846
1023	-1.0	1	1847
1024	1.0	1	1848
1025	1.0	2	1850
1026	-1.0	2	1852
1027	1.0	1	1853
1028	-1.0	1	1854
1029	-1.0	1	1855
1030	0.0	2	1857
1031	-1.0	2	1859
1032	-1.0	1	1860
1033	0.0	2	1862
1034	-1.0	3	1865
1035	-1.0	2	1867
1036	-1.0	2	1869
1037	1.0	3	1872
1038	-1.0	1	1873
1039	-1.0	1	1874
1040	-1.0	2	1876
1041	-1.0	2	1878
1042	1.0	1	1879
1043	-1.0	2	1881
1044	-1.0	1	1882
1045	-1.0	2	1884
1046	-1.0	3	1887
1047	-1.0	2	1889
1048	1.0	2	1891
1049	1.0	1	1892
1050	1.0	1	1893
1051	0.0	3	1896
1052	-1.0	3	1899
1053	-1.0	1	1900
1054	-1.0	3	1903
1055	1.0	1	1904
1056	-1.0	2	1906
1057	1.0	2	1908
1058	-1.0	2	1910
1059	-1.0	1	1911
1060	1.0	1	1912
1061	-1.0	1	1913
1062	-1.0	1	1914
1063	-1.0	2	1916
1064	1.0	1	1917
1065	-1.0	2	1919
1066	-1.0	1	1920
1067	1.0	3	1923
1068	1.0	4	1927
1069	-1.0	3	1930
1070	-1.0	1	1931
1071	-1.0	1	1932
1072	-1.0	2	1934
1073	-1.0	2	1936
1074	-1.0	1	1937
1075	1.0	3	1940
1076	-1.0	2	1942
1077	-1.0	1	1943
1078	1.0	2	1945
1079	1.0	4	1949
1080	0.0	1	1950
1081	-1.0	3	1953
1082	1.0	4	1957
1083	-1.0	1	1958
1084	-1.0	2	1960
1085	-1.0	1	1961
1086	-1.0	1	1962
1087	0.0	2	1964
1088	-1.0	1	1965
1089	1.0	2	1967
1090	-1.0	3	1970
1091	1.0	3	1973
1092	-1.0	2	1975
1093	-1.0	3	1978
1094	-1.0	1	1979
1095	1.0	1	1980
1096	1.0	2	1982
1097	-1.0	1	1983
1098	-1.0	1	1984
1099	-1.0	3	1987
1100	-1.0	2	1989
1101	-1.0	1	1990
1102	1.0	2	1992
1103	1.0	1	1993
1104	-1.0	1	1994
1105	-1.0	1	1995
1106	-1.0	1	1996
1107	-1.0	1	1997
1108	-1.0	1	1998
1109	1.0	1	1999
1110	1.0	1	2000
1111	-1.0	2	2002
1112	-1.0	3	2005
1113	1.0	3	2008
1114	1.0	4	2012
1115	-1.0	2	2014
1116	1.0	1	2015
1117	-1.0	3	2018
1118	1.0	3	2021
1119	-1.0	1	2022
1120	1.0	2	2024
1121	-1.0	1	2025
1122	1.0	4	2029
1123	-1.0	2	2031
1124	1.0	1	2032
1125	-1.0	1	2033
1126	-1.0	2	2035
1127	-1.0	2	2037
1128	-1.0	1	2038
1129	-1.0	1	2039
1130	-1.0	1	2040
1131	-1.0	1	2041
1132	-1.0	1	2042
1133	1.0	1	2043
1134	-1.0	2	2045
1135	1.0	1	2046
1136	-1.0	2	2048
1137	-1.0	3	2051
1138	-1.0	1	2052
1139	-1.0	2	2054
1140	-1.0	1	2055
1141	-1.0	2	2057
1142	1.0	1	2058
1143	1.0	2	2060
1144	1.0	1	2061
1145	1.0	1	2062
1146	-1.0	1	2063
1147	1.0	1	2064
1148	1.0	1	2065
1149	-1.0	3	2068
1150	-1.0	1	2069
1151	-1.0	2	2071
1152	0.0	2	2073
1153	-1.0	3	2076
1154	-1.0	2	2078
1155	-1.0	2	2080
1156	-1.0	1	2081
1157	-1.0	1	2082
1158	1.0	3	2085
1159	-1.0	1	2086
1160	1.0	4	2090
1161	-1.0	3	2093
1162	1.0	2	2095
1163	-1.0	4	2099
1164	-1.0	1	2100
1165	-1.0	1	2101
1166	-1.0	1	2102
1167	-1.0	2	2104
1168	-1.0	1	2105
1169	-1.0	1	2106
1170	-1.0	2	2108
1171	-1.0	1	2109
1172	0.0	2	2111
1173	-1.0	2	2113
1174	-1.0	3	2116
1175	1.0	3	2119
1176	1.0	2	2121
1177	-1.0	1	2122
1178	1.0	1	2123
1179	1.0	1	2124
1180	-1.0	4	2128
1181	1.0	3	2131
1182	-1.0	1	2132
1183	1.0	1	2133
1184	-1.0	1	2134
1185	1.0	3	2137
1186	-1.0	1	2138
1187	-1.0	1	2139
1188	-1.0	1	2140
1189	-1.0	2	2142
1190	1.0	1	2143
1191	-1.0	2	2145
1192	0.0	2	2147
1193	-1.0	1	2148
1194	-1.0	1	2149
1195	-1.0	3	2152
1196	0.0	2	2154
1197	1.0	1	2155
1198	-1.0	2	2157
1199	-1.0	3	2160
1200	-1.0	3	2163
1201	1.0	3	2166
1202	1.0	1	2167
1203	-1.0	1	2168
1204	1.0	2	2170
1205	-1.0	1	2171
1206	1.0	1	2172
1207	-1.0	2	2174
1208	-1.0	1	2175
1209	-1.0	2	2177
1210	-1.0	1	2178
1211	-1.0	2	2180
1212	-1.0	3	2183
1213	1.0	2	2185
1214	-1.0	1	2186
1215	1.0	2	2188
1216	-1.0	2	2190
1217	-1.0	2	2192
1218	1.0	2	2194
1219	1.0	1	2195
1220	-1.0	2	2197
1221	0.0	2	2199
1222	-1.0	1	2200
1223	-1.0	1	2201
1224	-1.0	1	2202
1225	-1.0	1	2203
1226	-1.0	1	2204
