Episode	Accumulated Reward	Length	Steps
117	1.0	2	214
118	-1.0	3	217
119	-1.0	1	218
120	-1.0	3	221
121	-1.0	2	223
122	1.0	1	224
123	-1.0	4	228
124	-1.0	3	231
125	-1.0	1	232
126	-1.0	2	234
127	1.0	3	237
128	-1.0	2	239
129	1.0	1	240
130	1.0	2	242
131	-1.0	4	246
132	1.0	2	248
133	1.0	4	252
134	-1.0	1	253
135	-1.0	2	255
136	1.0	1	256
137	0.0	1	257
138	-1.0	3	260
139	-1.0	2	262
140	-1.0	1	263
141	-1.0	1	264
142	1.0	3	267
143	-1.0	1	268
144	1.0	1	269
145	1.0	1	270
146	-1.0	1	271
147	-1.0	1	272
148	-1.0	2	274
149	-1.0	2	276
150	-1.0	3	279
151	1.0	2	281
152	0.0	3	284
153	-1.0	1	285
154	0.0	1	286
155	1.0	2	288
156	-1.0	1	289
157	-1.0	3	292
158	1.0	2	294
159	-1.0	1	295
160	-1.0	1	296
161	1.0	2	298
162	-1.0	1	299
163	1.0	1	300
164	1.0	2	302
165	-1.0	2	304
166	-1.0	3	307
167	-1.0	2	309
168	1.0	3	312
169	1.0	3	315
170	-1.0	1	316
171	-1.0	1	317
172	-1.0	1	318
173	1.0	2	320
174	-1.0	1	321
175	-1.0	3	324
176	1.0	2	326
177	1.0	2	328
178	-1.0	2	330
179	-1.0	1	331
180	-1.0	1	332
181	1.0	2	334
182	1.0	2	336
183	-1.0	1	337
184	-1.0	1	338
185	-1.0	1	339
186	1.0	1	340
187	1.0	2	342
188	-1.0	1	343
189	-1.0	1	344
190	-1.0	2	346
191	-1.0	3	349
192	-1.0	1	350
193	-1.0	2	352
194	-1.0	1	353
195	-1.0	2	355
196	-1.0	2	357
197	-1.0	1	358
198	1.0	1	359
199	-1.0	2	361
200	1.0	4	365
201	-1.0	1	366
202	-1.0	4	370
203	-1.0	3	373
204	-1.0	1	374
205	1.0	2	376
206	-1.0	3	379
207	1.0	2	381
208	1.0	3	384
209	1.0	2	386
210	-1.0	2	388
211	0.0	2	390
212	1.0	1	391
213	-1.0	2	393
214	-1.0	3	396
215	-1.0	1	397
216	0.0	2	399
217	-1.0	1	400
218	-1.0	1	401
219	1.0	1	402
220	-1.0	2	404
221	-1.0	1	405
222	-1.0	3	408
223	0.0	2	410
224	1.0	1	411
225	-1.0	2	413
226	-1.0	2	415
227	1.0	2	417
228	1.0	2	419
229	-1.0	2	421
230	-1.0	1	422
231	1.0	1	423
232	-1.0	1	424
233	-1.0	2	426
234	0.0	1	427
235	-1.0	4	431
236	-1.0	2	433
237	-1.0	2	435
238	-1.0	1	436
239	1.0	1	437
240	-1.0	1	438
241	-1.0	1	439
242	-1.0	3	442
243	-1.0	1	443
244	-1.0	1	444
245	1.0	1	445
246	-1.0	2	447
247	-1.0	3	450
248	-1.0	1	451
249	-1.0	1	452
250	-1.0	1	453
251	1.0	3	456
252	-1.0	1	457
253	-1.0	2	459
254	-1.0	1	460
255	-1.0	1	461
256	-1.0	1	462
257	-1.0	1	463
258	-1.0	4	467
259	-1.0	1	468
260	-1.0	1	469
261	-1.0	1	470
262	-1.0	2	472
263	1.0	1	473
264	-1.0	1	474
265	-1.0	1	475
266	1.0	1	476
267	-1.0	1	477
268	-1.0	1	478
269	1.0	2	480
270	1.0	3	483
271	-1.0	1	484
272	-1.0	2	486
273	-1.0	2	488
274	-1.0	2	490
275	-1.0	1	491
276	0.0	2	493
277	-1.0	2	495
278	0.0	3	498
279	-1.0	2	500
280	-1.0	4	504
281	-1.0	4	508
282	1.0	1	509
283	-1.0	1	510
284	-1.0	1	511
285	-1.0	2	513
286	1.0	3	516
287	1.0	2	518
288	1.0	1	519
289	-1.0	3	522
290	-1.0	2	524
291	-1.0	6	530
292	-1.0	3	533
293	-1.0	1	534
294	1.0	2	536
295	-1.0	1	537
296	1.0	3	540
297	-1.0	2	542
298	1.0	2	544
299	0.0	1	545
300	-1.0	1	546
301	-1.0	1	547
302	-1.0	2	549
303	-1.0	1	550
304	-1.0	2	552
305	1.0	2	554
306	1.0	1	555
307	-1.0	1	556
308	-1.0	1	557
309	-1.0	1	558
310	-1.0	2	560
311	-1.0	1	561
312	-1.0	1	562
313	1.0	1	563
314	1.0	1	564
315	1.0	2	566
316	-1.0	1	567
317	-1.0	2	569
318	1.0	1	570
319	1.0	2	572
320	-1.0	1	573
321	-1.0	2	575
322	1.0	1	576
323	1.0	2	578
324	0.0	2	580
325	-1.0	1	581
326	-1.0	2	583
327	-1.0	1	584
328	-1.0	1	585
329	-1.0	3	588
330	-1.0	3	591
331	1.0	2	593
332	1.0	3	596
333	-1.0	1	597
334	-1.0	1	598
335	1.0	2	600
336	-1.0	1	601
337	-1.0	2	603
338	-1.0	2	605
339	-1.0	2	607
340	-1.0	2	609
341	-1.0	3	612
342	-1.0	1	613
343	1.0	2	615
344	1.0	1	616
345	-1.0	1	617
346	-1.0	2	619
347	1.0	1	620
348	1.0	1	621
349	-1.0	1	622
350	-1.0	1	623
351	-1.0	1	624
352	-1.0	1	625
353	1.0	2	627
354	1.0	2	629
355	1.0	2	631
356	-1.0	1	632
357	1.0	1	633
358	1.0	2	635
359	-1.0	2	637
360	-1.0	2	639
361	1.0	3	642
362	-1.0	2	644
363	1.0	1	645
364	1.0	1	646
365	1.0	2	648
366	-1.0	1	649
367	-1.0	2	651
368	-1.0	2	653
369	-1.0	3	656
370	-1.0	3	659
371	-1.0	3	662
372	0.0	1	663
373	1.0	3	666
374	-1.0	2	668
375	1.0	2	670
376	1.0	1	671
377	0.0	1	672
378	1.0	3	675
379	-1.0	1	676
380	1.0	3	679
381	-1.0	1	680
382	-1.0	1	681
383	-1.0	3	684
384	1.0	1	685
385	-1.0	1	686
386	-1.0	2	688
387	-1.0	3	691
388	-1.0	1	692
389	1.0	3	695
390	1.0	2	697
391	0.0	2	699
392	1.0	1	700
393	-1.0	5	705
394	0.0	1	706
395	1.0	1	707
396	-1.0	3	710
397	1.0	3	713
398	-1.0	4	717
399	1.0	2	719
400	-1.0	2	721
401	1.0	5	726
402	-1.0	3	729
403	1.0	4	733
404	-1.0	2	735
405	-1.0	2	737
406	-1.0	2	739
407	-1.0	3	742
408	-1.0	1	743
409	-1.0	2	745
410	-1.0	3	748
411	1.0	2	750
412	1.0	2	752
413	-1.0	1	753
414	-1.0	2	755
415	-1.0	2	757
416	1.0	1	758
417	-1.0	1	759
418	1.0	1	760
419	-1.0	1	761
420	1.0	1	762
421	1.0	3	765
422	0.0	2	767
423	1.0	1	768
424	1.0	1	769
425	1.0	2	771
426	-1.0	1	772
427	0.0	2	774
428	1.0	4	778
429	1.0	1	779
430	-1.0	1	780
431	-1.0	3	783
432	-1.0	2	785
433	1.0	3	788
434	-1.0	1	789
435	1.0	1	790
436	-1.0	1	791
437	-1.0	1	792
438	-1.0	1	793
439	-1.0	1	794
440	-1.0	3	797
441	-1.0	2	799
442	1.0	4	803
443	1.0	1	804
444	1.0	2	806
445	1.0	1	807
446	-1.0	2	809
447	1.0	2	811
448	-1.0	2	813
449	-1.0	1	814
450	-1.0	2	816
451	1.0	2	818
452	1.0	1	819
453	0.0	1	820
454	-1.0	2	822
455	1.0	4	826
456	-1.0	1	827
457	-1.0	1	828
458	1.0	1	829
459	-1.0	1	830
460	-1.0	2	832
461	-1.0	1	833
462	1.0	2	835
463	-1.0	1	836
464	-1.0	2	838
465	0.0	2	840
466	-1.0	3	843
467	1.0	2	845
468	1.0	3	848
469	-1.0	2	850
470	-1.0	1	851
471	-1.0	2	853
472	1.0	2	855
473	-1.0	3	858
474	-1.0	1	859
475	1.0	1	860
476	-1.0	1	861
477	0.0	1	862
478	-1.0	1	863
479	-1.0	1	864
480	1.0	2	866
481	-1.0	3	869
482	-1.0	1	870
483	-1.0	3	873
484	1.0	2	875
485	1.0	2	877
486	1.0	1	878
487	-1.0	1	879
488	-1.0	2	881
489	-1.0	2	883
490	-1.0	3	886
491	-1.0	3	889
492	-1.0	1	890
493	-1.0	2	892
494	-1.0	2	894
495	-1.0	2	896
496	-1.0	2	898
497	-1.0	1	899
498	-1.0	2	901
499	-1.0	1	902
500	-1.0	3	905
501	-1.0	2	907
502	-1.0	2	909
503	-1.0	2	911
504	-1.0	1	912
505	-1.0	2	914
506	1.0	1	915
507	-1.0	1	916
508	-1.0	3	919
509	-1.0	2	921
510	-1.0	2	923
511	1.0	2	925
512	-1.0	5	930
513	1.0	1	931
514	-1.0	3	934
515	1.0	3	937
516	0.0	4	941
517	1.0	1	942
518	-1.0	2	944
519	1.0	2	946
520	-1.0	1	947
521	-1.0	1	948
522	0.0	3	951
523	-1.0	2	953
524	-1.0	2	955
525	0.0	3	958
526	-1.0	1	959
527	-1.0	3	962
528	-1.0	1	963
529	-1.0	1	964
530	-1.0	2	966
531	-1.0	2	968
532	-1.0	1	969
533	-1.0	1	970
534	-1.0	3	973
535	0.0	4	977
536	-1.0	5	982
537	-1.0	1	983
538	1.0	2	985
539	-1.0	1	986
540	1.0	3	989
541	-1.0	3	992
542	-1.0	4	996
543	-1.0	2	998
544	1.0	3	1001
545	1.0	2	1003
546	0.0	2	1005
547	-1.0	1	1006
548	-1.0	3	1009
549	-1.0	2	1011
550	-1.0	2	1013
551	0.0	1	1014
552	-1.0	2	1016
553	1.0	1	1017
554	-1.0	1	1018
555	1.0	2	1020
556	-1.0	2	1022
557	-1.0	2	1024
558	-1.0	3	1027
559	1.0	3	1030
560	1.0	1	1031
561	-1.0	1	1032
562	1.0	3	1035
563	-1.0	1	1036
564	-1.0	2	1038
565	-1.0	2	1040
566	1.0	1	1041
567	-1.0	1	1042
568	-1.0	1	1043
569	-1.0	1	1044
570	-1.0	1	1045
571	-1.0	1	1046
572	-1.0	1	1047
573	-1.0	3	1050
574	-1.0	1	1051
575	1.0	1	1052
576	-1.0	1	1053
577	-1.0	2	1055
578	1.0	2	1057
579	1.0	3	1060
580	1.0	2	1062
581	1.0	2	1064
582	-1.0	1	1065
583	1.0	1	1066
584	-1.0	1	1067
585	-1.0	1	1068
586	-1.0	2	1070
587	-1.0	1	1071
588	-1.0	1	1072
589	1.0	1	1073
590	1.0	1	1074
591	-1.0	2	1076
592	-1.0	1	1077
593	0.0	2	1079
594	1.0	2	1081
595	-1.0	3	1084
596	-1.0	1	1085
597	-1.0	3	1088
598	1.0	2	1090
599	-1.0	1	1091
600	-1.0	2	1093
601	0.0	2	1095
602	-1.0	2	1097
603	-1.0	1	1098
604	1.0	1	1099
605	-1.0	2	1101
606	1.0	3	1104
607	1.0	1	1105
608	-1.0	2	1107
609	-1.0	2	1109
610	-1.0	1	1110
611	-1.0	1	1111
612	-1.0	2	1113
613	-1.0	2	1115
614	-1.0	2	1117
615	1.0	2	1119
616	1.0	2	1121
617	-1.0	1	1122
618	-1.0	2	1124
619	-1.0	2	1126
620	-1.0	1	1127
621	-1.0	2	1129
622	1.0	1	1130
623	1.0	1	1131
624	-1.0	2	1133
625	1.0	2	1135
626	-1.0	1	1136
627	1.0	2	1138
628	-1.0	1	1139
629	-1.0	2	1141
630	1.0	2	1143
631	-1.0	2	1145
632	-1.0	1	1146
633	-1.0	2	1148
634	-1.0	2	1150
635	1.0	1	1151
636	-1.0	1	1152
637	-1.0	2	1154
638	1.0	2	1156
639	1.0	2	1158
640	-1.0	2	1160
641	-1.0	2	1162
642	-1.0	2	1164
643	1.0	2	1166
644	-1.0	1	1167
645	1.0	2	1169
646	-1.0	1	1170
647	1.0	1	1171
648	-1.0	1	1172
649	1.0	3	1175
650	1.0	1	1176
651	-1.0	3	1179
652	-1.0	1	1180
653	-1.0	2	1182
654	-1.0	1	1183
655	1.0	2	1185
656	1.0	1	1186
657	1.0	1	1187
658	-1.0	1	1188
659	1.0	1	1189
660	1.0	1	1190
661	1.0	1	1191
662	1.0	1	1192
663	-1.0	1	1193
664	0.0	1	1194
665	-1.0	2	1196
666	-1.0	2	1198
667	-1.0	1	1199
668	-1.0	1	1200
669	1.0	1	1201
670	-1.0	1	1202
671	1.0	2	1204
672	-1.0	2	1206
673	1.0	1	1207
674	-1.0	3	1210
675	-1.0	1	1211
676	1.0	2	1213
677	-1.0	1	1214
678	-1.0	1	1215
679	-1.0	3	1218
680	1.0	1	1219
681	0.0	2	1221
682	-1.0	1	1222
683	1.0	3	1225
684	-1.0	1	1226
685	1.0	2	1228
686	1.0	1	1229
687	1.0	1	1230
688	-1.0	1	1231
689	-1.0	1	1232
690	-1.0	2	1234
691	-1.0	2	1236
692	1.0	1	1237
693	-1.0	2	1239
694	-1.0	1	1240
695	-1.0	2	1242
696	-1.0	3	1245
697	-1.0	2	1247
698	-1.0	2	1249
699	1.0	2	1251
700	1.0	2	1253
701	1.0	3	1256
702	-1.0	3	1259
703	-1.0	1	1260
704	1.0	1	1261
705	-1.0	1	1262
706	-1.0	2	1264
707	-1.0	2	1266
708	-1.0	3	1269
709	-1.0	1	1270
710	-1.0	1	1271
711	1.0	3	1274
712	-1.0	1	1275
713	-1.0	1	1276
714	-1.0	2	1278
715	1.0	2	1280
716	-1.0	1	1281
717	1.0	4	1285
718	1.0	1	1286
719	-1.0	2	1288
720	1.0	4	1292
721	-1.0	2	1294
722	-1.0	1	1295
723	-1.0	2	1297
724	-1.0	2	1299
725	-1.0	2	1301
726	-1.0	3	1304
727	1.0	2	1306
728	-1.0	2	1308
729	-1.0	1	1309
730	-1.0	1	1310
731	-1.0	1	1311
732	0.0	4	1315
733	1.0	3	1318
734	-1.0	3	1321
735	-1.0	2	1323
736	-1.0	1	1324
737	1.0	2	1326
738	-1.0	1	1327
739	-1.0	2	1329
740	1.0	6	1335
741	1.0	2	1337
742	-1.0	1	1338
743	1.0	1	1339
744	1.0	2	1341
745	-1.0	1	1342
746	-1.0	2	1344
747	-1.0	1	1345
748	1.0	1	1346
749	-1.0	2	1348
750	-1.0	1	1349
751	-1.0	1	1350
752	-1.0	3	1353
753	-1.0	1	1354
754	1.0	2	1356
755	-1.0	1	1357
756	-1.0	1	1358
757	1.0	2	1360
758	-1.0	1	1361
759	1.0	1	1362
760	-1.0	3	1365
761	-1.0	1	1366
762	1.0	3	1369
763	-1.0	1	1370
764	-1.0	1	1371
765	-1.0	2	1373
766	-1.0	2	1375
767	1.0	1	1376
768	-1.0	2	1378
769	-1.0	2	1380
770	1.0	3	1383
771	-1.0	1	1384
772	-1.0	1	1385
773	1.0	1	1386
774	0.0	3	1389
775	0.0	1	1390
776	0.0	2	1392
777	-1.0	2	1394
778	-1.0	1	1395
779	0.0	1	1396
780	-1.0	1	1397
781	1.0	1	1398
782	-1.0	2	1400
783	1.0	1	1401
784	-1.0	2	1403
785	-1.0	1	1404
786	-1.0	1	1405
787	1.0	2	1407
788	1.0	1	1408
789	-1.0	1	1409
790	1.0	1	1410
791	-1.0	1	1411
792	1.0	3	1414
793	-1.0	3	1417
794	-1.0	3	1420
795	-1.0	2	1422
796	0.0	2	1424
797	1.0	3	1427
798	-1.0	2	1429
799	-1.0	2	1431
800	1.0	3	1434
801	-1.0	3	1437
802	-1.0	3	1440
803	1.0	1	1441
804	-1.0	2	1443
805	1.0	1	1444
806	-1.0	4	1448
807	-1.0	2	1450
808	0.0	3	1453
809	1.0	2	1455
810	-1.0	2	1457
811	-1.0	1	1458
812	-1.0	3	1461
813	0.0	2	1463
814	-1.0	2	1465
815	-1.0	1	1466
816	-1.0	2	1468
817	1.0	1	1469
818	-1.0	2	1471
819	-1.0	1	1472
820	-1.0	1	1473
821	-1.0	1	1474
822	-1.0	3	1477
823	-1.0	1	1478
824	1.0	4	1482
825	-1.0	3	1485
826	1.0	3	1488
827	-1.0	2	1490
828	-1.0	2	1492
829	-1.0	2	1494
830	1.0	1	1495
831	-1.0	2	1497
832	-1.0	3	1500
833	-1.0	1	1501
834	-1.0	2	1503
835	-1.0	1	1504
836	1.0	4	1508
837	1.0	2	1510
838	-1.0	1	1511
839	-1.0	1	1512
840	-1.0	1	1513
841	-1.0	2	1515
842	1.0	2	1517
843	1.0	1	1518
844	-1.0	3	1521
845	-1.0	2	1523
846	1.0	2	1525
847	0.0	2	1527
848	-1.0	2	1529
849	-1.0	2	1531
850	-1.0	3	1534
851	-1.0	2	1536
852	-1.0	1	1537
853	-1.0	2	1539
854	-1.0	3	1542
855	-1.0	2	1544
856	-1.0	1	1545
857	-1.0	1	1546
858	1.0	2	1548
859	-1.0	1	1549
860	-1.0	1	1550
861	-1.0	1	1551
862	-1.0	2	1553
863	-1.0	2	1555
864	-1.0	5	1560
865	-1.0	2	1562
866	1.0	1	1563
867	1.0	2	1565
868	-1.0	1	1566
869	-1.0	2	1568
870	1.0	1	1569
871	-1.0	3	1572
872	-1.0	2	1574
873	-1.0	2	1576
874	-1.0	2	1578
875	-1.0	1	1579
876	-1.0	2	1581
877	-1.0	2	1583
878	-1.0	2	1585
879	-1.0	1	1586
880	1.0	1	1587
881	1.0	2	1589
882	-1.0	2	1591
883	-1.0	2	1593
884	-1.0	3	1596
885	-1.0	3	1599
886	-1.0	2	1601
887	-1.0	3	1604
888	1.0	1	1605
889	-1.0	2	1607
890	-1.0	1	1608
891	0.0	4	1612
892	1.0	5	1617
893	-1.0	1	1618
894	-1.0	2	1620
895	-1.0	1	1621
896	1.0	1	1622
897	-1.0	1	1623
898	1.0	2	1625
899	-1.0	1	1626
900	-1.0	3	1629
901	-1.0	3	1632
902	-1.0	3	1635
903	0.0	1	1636
904	-1.0	3	1639
905	-1.0	1	1640
906	-1.0	1	1641
907	1.0	2	1643
908	-1.0	1	1644
909	-1.0	2	1646
910	-1.0	1	1647
911	-1.0	3	1650
912	-1.0	1	1651
913	1.0	1	1652
914	-1.0	1	1653
915	-1.0	1	1654
916	1.0	1	1655
917	-1.0	3	1658
918	1.0	2	1660
919	-1.0	3	1663
920	-1.0	1	1664
921	-1.0	2	1666
922	0.0	3	1669
923	-1.0	1	1670
924	-1.0	1	1671
925	-1.0	2	1673
926	1.0	2	1675
927	0.0	1	1676
928	-1.0	2	1678
929	-1.0	1	1679
930	1.0	2	1681
931	1.0	2	1683
932	1.0	2	1685
933	1.0	4	1689
934	0.0	2	1691
935	-1.0	1	1692
936	-1.0	1	1693
937	-1.0	3	1696
938	-1.0	1	1697
939	-1.0	3	1700
940	-1.0	3	1703
941	1.0	1	1704
942	-1.0	3	1707
943	-1.0	1	1708
944	-1.0	1	1709
945	-1.0	2	1711
946	1.0	1	1712
947	-1.0	1	1713
948	-1.0	1	1714
949	1.0	1	1715
950	1.0	3	1718
951	1.0	1	1719
952	-1.0	2	1721
953	1.0	3	1724
954	-1.0	1	1725
955	-1.0	2	1727
956	1.0	1	1728
957	-1.0	3	1731
958	-1.0	1	1732
959	-1.0	1	1733
960	1.0	1	1734
961	-1.0	1	1735
962	-1.0	3	1738
963	-1.0	2	1740
964	1.0	1	1741
965	-1.0	3	1744
966	-1.0	1	1745
967	-1.0	2	1747
968	-1.0	1	1748
969	1.0	1	1749
970	-1.0	1	1750
971	-1.0	1	1751
972	1.0	1	1752
973	-1.0	1	1753
974	-1.0	1	1754
975	-1.0	1	1755
976	-1.0	1	1756
977	-1.0	2	1758
978	-1.0	3	1761
979	-1.0	2	1763
980	-1.0	2	1765
981	-1.0	1	1766
982	1.0	2	1768
983	-1.0	1	1769
984	0.0	3	1772
985	-1.0	2	1774
986	1.0	2	1776
987	1.0	1	1777
988	1.0	3	1780
989	1.0	2	1782
990	-1.0	1	1783
991	-1.0	1	1784
992	-1.0	1	1785
993	-1.0	1	1786
994	-1.0	1	1787
995	1.0	1	1788
996	-1.0	2	1790
997	-1.0	1	1791
998	-1.0	1	1792
999	-1.0	1	1793
1000	-1.0	2	1795
1001	-1.0	1	1796
1002	1.0	4	1800
1003	1.0	1	1801
1004	0.0	3	1804
1005	0.0	3	1807
1006	1.0	1	1808
1007	1.0	1	1809
1008	-1.0	2	1811
1009	1.0	2	1813
1010	1.0	1	1814
1011	1.0	1	1815
1012	-1.0	1	1816
1013	-1.0	2	1818
1014	-1.0	1	1819
1015	-1.0	2	1821
1016	1.0	1	1822
1017	1.0	4	1826
1018	-1.0	2	1828
1019	-1.0	2	1830
1020	-1.0	2	1832
1021	-1.0	1	1833
1022	1.0	1	1834
1023	-1.0	3	1837
1024	1.0	1	1838
1025	1.0	1	1839
1026	-1.0	2	1841
1027	-1.0	2	1843
1028	-1.0	1	1844
1029	-1.0	2	1846
1030	-1.0	2	1848
1031	-1.0	2	1850
1032	-1.0	3	1853
1033	-1.0	1	1854
1034	1.0	2	1856
1035	-1.0	2	1858
1036	1.0	1	1859
1037	1.0	2	1861
1038	-1.0	1	1862
1039	0.0	1	1863
1040	-1.0	1	1864
1041	1.0	4	1868
1042	1.0	3	1871
1043	-1.0	2	1873
1044	1.0	1	1874
1045	0.0	3	1877
1046	-1.0	1	1878
1047	-1.0	1	1879
1048	0.0	1	1880
1049	-1.0	2	1882
1050	-1.0	1	1883
1051	-1.0	1	1884
1052	1.0	3	1887
1053	-1.0	1	1888
1054	0.0	2	1890
1055	1.0	1	1891
1056	1.0	1	1892
1057	0.0	1	1893
1058	-1.0	3	1896
1059	1.0	2	1898
1060	1.0	1	1899
1061	-1.0	1	1900
1062	1.0	1	1901
1063	0.0	1	1902
1064	1.0	2	1904
1065	-1.0	1	1905
1066	1.0	2	1907
1067	1.0	2	1909
1068	-1.0	2	1911
1069	-1.0	1	1912
1070	1.0	1	1913
1071	-1.0	1	1914
1072	-1.0	1	1915
1073	-1.0	1	1916
1074	1.0	1	1917
1075	-1.0	2	1919
1076	1.0	3	1922
1077	-1.0	2	1924
1078	1.0	2	1926
1079	1.0	2	1928
1080	-1.0	2	1930
1081	-1.0	2	1932
1082	1.0	2	1934
1083	-1.0	1	1935
1084	1.0	2	1937
1085	1.0	3	1940
1086	-1.0	2	1942
1087	-1.0	1	1943
1088	-1.0	1	1944
1089	-1.0	1	1945
1090	-1.0	2	1947
1091	-1.0	1	1948
1092	-1.0	2	1950
1093	-1.0	1	1951
1094	-1.0	2	1953
1095	-1.0	3	1956
1096	-1.0	1	1957
1097	-1.0	5	1962
1098	-1.0	1	1963
1099	-1.0	2	1965
1100	1.0	2	1967
1101	-1.0	2	1969
1102	-1.0	1	1970
1103	-1.0	1	1971
1104	1.0	2	1973
1105	1.0	4	1977
1106	-1.0	2	1979
1107	-1.0	1	1980
1108	0.0	1	1981
1109	-1.0	1	1982
1110	1.0	1	1983
1111	-1.0	1	1984
1112	1.0	2	1986
1113	1.0	1	1987
1114	-1.0	2	1989
1115	0.0	2	1991
1116	-1.0	2	1993
1117	0.0	1	1994
1118	0.0	2	1996
1119	-1.0	2	1998
1120	-1.0	2	2000
1121	0.0	1	2001
1122	-1.0	2	2003
1123	-1.0	1	2004
1124	-1.0	1	2005
1125	-1.0	1	2006
1126	1.0	3	2009
1127	-1.0	1	2010
1128	1.0	3	2013
1129	-1.0	2	2015
1130	-1.0	1	2016
1131	-1.0	2	2018
1132	1.0	1	2019
1133	-1.0	1	2020
1134	-1.0	2	2022
1135	1.0	2	2024
1136	1.0	5	2029
1137	1.0	2	2031
1138	1.0	1	2032
1139	1.0	3	2035
1140	1.0	1	2036
1141	-1.0	1	2037
1142	0.0	2	2039
1143	1.0	1	2040
1144	-1.0	1	2041
1145	-1.0	1	2042
1146	1.0	1	2043
1147	1.0	1	2044
1148	1.0	5	2049
1149	1.0	3	2052
1150	-1.0	2	2054
1151	1.0	2	2056
1152	-1.0	1	2057
1153	-1.0	1	2058
1154	-1.0	1	2059
1155	1.0	2	2061
1156	1.0	4	2065
1157	-1.0	2	2067
1158	1.0	4	2071
1159	-1.0	3	2074
1160	-1.0	1	2075
1161	-1.0	2	2077
1162	-1.0	1	2078
1163	1.0	2	2080
1164	-1.0	1	2081
1165	1.0	2	2083
1166	-1.0	2	2085
1167	0.0	3	2088
1168	1.0	2	2090
1169	0.0	2	2092
1170	-1.0	1	2093
1171	-1.0	1	2094
1172	-1.0	2	2096
1173	1.0	2	2098
1174	-1.0	1	2099
1175	1.0	2	2101
1176	-1.0	3	2104
1177	1.0	1	2105
1178	-1.0	4	2109
1179	-1.0	2	2111
1180	-1.0	1	2112
1181	1.0	1	2113
1182	-1.0	2	2115
1183	1.0	2	2117
1184	0.0	5	2122
1185	-1.0	1	2123
1186	-1.0	2	2125
1187	1.0	3	2128
1188	-1.0	1	2129
1189	1.0	1	2130
1190	-1.0	2	2132
1191	1.0	1	2133
1192	-1.0	1	2134
1193	-1.0	1	2135
1194	-1.0	1	2136
1195	1.0	2	2138
1196	-1.0	1	2139
1197	1.0	2	2141
1198	1.0	1	2142
1199	1.0	1	2143
1200	-1.0	1	2144
1201	-1.0	2	2146
1202	-1.0	1	2147
1203	1.0	1	2148
1204	-1.0	1	2149
1205	-1.0	1	2150
1206	1.0	1	2151
1207	-1.0	1	2152
1208	-1.0	1	2153
1209	-1.0	1	2154
1210	1.0	3	2157
1211	1.0	2	2159
1212	1.0	3	2162
1213	-1.0	2	2164
1214	-1.0	3	2167
1215	1.0	3	2170
1216	-1.0	1	2171
1217	-1.0	1	2172
1218	-1.0	1	2173
1219	1.0	2	2175
1220	-1.0	1	2176
1221	-1.0	1	2177
1222	-1.0	1	2178
1223	1.0	2	2180
1224	1.0	2	2182
1225	1.0	2	2184
1226	-1.0	1	2185
