Episode	Accumulated Reward	Length	Steps
122	-140.0	140	22054
123	-138.0	138	22192
124	-171.0	171	22363
125	-134.0	134	22497
126	-135.0	135	22632
127	-169.0	169	22801
128	-142.0	142	22943
129	-141.0	141	23084
130	-174.0	174	23258
131	-183.0	183	23441
132	-172.0	172	23613
133	-148.0	148	23761
134	-112.0	112	23873
135	-113.0	113	23986
136	-167.0	167	24153
137	-144.0	144	24297
138	-142.0	142	24439
139	-120.0	120	24559
140	-193.0	193	24752
141	-143.0	143	24895
142	-133.0	133	25028
143	-139.0	139	25167
144	-203.0	203	25370
145	-143.0	143	25513
146	-125.0	125	25638
147	-155.0	155	25793
148	-141.0	141	25934
149	-142.0	142	26076
150	-175.0	175	26251
151	-194.0	194	26445
152	-117.0	117	26562
153	-115.0	115	26677
154	-111.0	111	26788
155	-108.0	108	26896
156	-103.0	103	26999
157	-94.0	94	27093
158	-89.0	89	27182
159	-107.0	107	27289
160	-162.0	162	27451
161	-147.0	147	27598
162	-147.0	147	27745
163	-144.0	144	27889
164	-106.0	106	27995
165	-108.0	108	28103
166	-126.0	126	28229
167	-106.0	106	28335
168	-107.0	107	28442
169	-143.0	143	28585
170	-106.0	106	28691
171	-140.0	140	28831
172	-106.0	106	28937
173	-141.0	141	29078
174	-135.0	135	29213
175	-107.0	107	29320
176	-162.0	162	29482
177	-109.0	109	29591
178	-123.0	123	29714
179	-144.0	144	29858
180	-139.0	139	29997
181	-140.0	140	30137
182	-125.0	125	30262
183	-141.0	141	30403
184	-139.0	139	30542
185	-147.0	147	30689
186	-107.0	107	30796
187	-115.0	115	30911
188	-145.0	145	31056
189	-145.0	145	31201
190	-138.0	138	31339
191	-106.0	106	31445
192	-138.0	138	31583
193	-139.0	139	31722
194	-154.0	154	31876
195	-140.0	140	32016
196	-140.0	140	32156
197	-145.0	145	32301
198	-145.0	145	32446
199	-110.0	110	32556
200	-104.0	104	32660
201	-105.0	105	32765
202	-146.0	146	32911
203	-140.0	140	33051
204	-138.0	138	33189
205	-139.0	139	33328
206	-142.0	142	33470
207	-142.0	142	33612
208	-140.0	140	33752
209	-139.0	139	33891
210	-141.0	141	34032
211	-139.0	139	34171
212	-145.0	145	34316
213	-105.0	105	34421
214	-141.0	141	34562
215	-141.0	141	34703
216	-142.0	142	34845
217	-113.0	113	34958
218	-142.0	142	35100
219	-143.0	143	35243
220	-106.0	106	35349
221	-143.0	143	35492
222	-106.0	106	35598
223	-105.0	105	35703
224	-145.0	145	35848
225	-106.0	106	35954
226	-152.0	152	36106
227	-106.0	106	36212
228	-108.0	108	36320
229	-140.0	140	36460
230	-106.0	106	36566
231	-108.0	108	36674
232	-133.0	133	36807
233	-143.0	143	36950
234	-132.0	132	37082
235	-109.0	109	37191
236	-106.0	106	37297
237	-149.0	149	37446
238	-106.0	106	37552
239	-164.0	164	37716
240	-109.0	109	37825
241	-164.0	164	37989
242	-138.0	138	38127
243	-134.0	134	38261
244	-133.0	133	38394
245	-134.0	134	38528
246	-124.0	124	38652
247	-140.0	140	38792
248	-138.0	138	38930
249	-133.0	133	39063
250	-137.0	137	39200
251	-133.0	133	39333
252	-127.0	127	39460
253	-142.0	142	39602
254	-107.0	107	39709
255	-107.0	107	39816
256	-137.0	137	39953
257	-107.0	107	40060
258	-106.0	106	40166
259	-159.0	159	40325
260	-106.0	106	40431
261	-137.0	137	40568
262	-132.0	132	40700
263	-131.0	131	40831
264	-134.0	134	40965
265	-107.0	107	41072
266	-107.0	107	41179
267	-133.0	133	41312
268	-136.0	136	41448
269	-153.0	153	41601
270	-108.0	108	41709
271	-106.0	106	41815
272	-141.0	141	41956
273	-105.0	105	42061
274	-114.0	114	42175
275	-124.0	124	42299
276	-106.0	106	42405
277	-184.0	184	42589
278	-140.0	140	42729
279	-156.0	156	42885
280	-108.0	108	42993
281	-132.0	132	43125
282	-138.0	138	43263
283	-133.0	133	43396
284	-112.0	112	43508
285	-107.0	107	43615
286	-107.0	107	43722
287	-110.0	110	43832
288	-107.0	107	43939
289	-109.0	109	44048
290	-112.0	112	44160
291	-141.0	141	44301
292	-139.0	139	44440
293	-142.0	142	44582
294	-133.0	133	44715
295	-109.0	109	44824
296	-140.0	140	44964
297	-111.0	111	45075
298	-132.0	132	45207
299	-151.0	151	45358
