Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
124	-21	21	5587	124	-21	21	5587
125	-19	19	5606	125	-19	19	5606
126	-21	21	5627	126	-21	21	5627
127	-19	19	5646	127	-19	19	5646
128	-20	20	5666	128	-20	20	5666
129	-63	63	5729	129	-63	63	5729
130	-321	321	6050	130	-321	321	6050
131	-76	76	6126	131	-76	76	6126
132	-50	50	6176	132	-50	50	6176
133	-41	41	6217	133	-41	41	6217
134	-20	20	6237	134	-20	20	6237
135	-21	21	6258	135	-21	21	6258
136	-22	22	6280	136	-22	22	6280
137	-21	21	6301	137	-21	21	6301
138	-20	20	6321	138	-20	20	6321
139	-19	19	6340	139	-19	19	6340
140	-19	19	6359	140	-19	19	6359
141	-21	21	6380	141	-21	21	6380
142	-22	22	6402	142	-22	22	6402
143	-20	20	6422	143	-20	20	6422
144	-22	22	6444	144	-22	22	6444
145	-35	35	6479	145	-35	35	6479
146	-29	29	6508	146	-29	29	6508
147	-31	31	6539	147	-31	31	6539
148	-21	21	6560	148	-21	21	6560
149	-19	19	6579	149	-19	19	6579
150	-19	19	6598	150	-19	19	6598
151	-24	24	6622	151	-24	24	6622
152	-23	23	6645	152	-23	23	6645
153	-39	39	6684	153	-39	39	6684
154	-32	32	6716	154	-32	32	6716
155	-28	28	6744	155	-28	28	6744
156	-33	33	6777	156	-33	33	6777
157	-27	27	6804	157	-27	27	6804
158	-29	29	6833	158	-29	29	6833
159	-57	57	6890	159	-57	57	6890
160	-24	24	6914	160	-24	24	6914
161	-21	21	6935	161	-21	21	6935
162	-27	27	6962	162	-27	27	6962
163	-25	25	6987	163	-25	25	6987
164	-21	21	7008	164	-21	21	7008
165	-21	21	7029	165	-21	21	7029
166	-19	19	7048	166	-19	19	7048
167	-24	24	7072	167	-24	24	7072
168	-19	19	7091	168	-19	19	7091
169	-21	21	7112	169	-21	21	7112
170	-21	21	7133	170	-21	21	7133
171	-21	21	7154	171	-21	21	7154
172	-25	25	7179	172	-25	25	7179
173	-18	18	7197	173	-18	18	7197
174	-26	26	7223	174	-26	26	7223
175	-33	33	7256	175	-33	33	7256
176	-27	27	7283	176	-27	27	7283
177	-21	21	7304	177	-21	21	7304
178	-19	19	7323	178	-19	19	7323
179	-23	23	7346	179	-23	23	7346
180	-21	21	7367	180	-21	21	7367
181	-24	24	7391	181	-24	24	7391
182	-21	21	7412	182	-21	21	7412
183	-19	19	7431	183	-19	19	7431
184	-19	19	7450	184	-19	19	7450
185	-20	20	7470	185	-20	20	7470
186	-25	25	7495	186	-25	25	7495
187	-19	19	7514	187	-19	19	7514
188	-19	19	7533	188	-19	19	7533
189	-24	24	7557	189	-24	24	7557
190	-24	24	7581	190	-24	24	7581
191	-23	23	7604	191	-23	23	7604
192	-25	25	7629	192	-25	25	7629
193	-19	19	7648	193	-19	19	7648
194	-19	19	7667	194	-19	19	7667
195	-23	23	7690	195	-23	23	7690
196	-20	20	7710	196	-20	20	7710
197	-19	19	7729	197	-19	19	7729
198	-21	21	7750	198	-21	21	7750
199	-19	19	7769	199	-19	19	7769
