Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855	119	-123	24	3855
120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870	120	-15	15	3870
121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898	121	-127	28	3898
122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911	122	-13	13	3911
123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934	123	-122	23	3934
124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958	124	-123	24	3958
125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971	125	-13	13	3971
126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988	126	-17	17	3988
127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001	127	-13	13	4001
128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014	128	-13	13	4014
129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028	129	-14	14	4028
130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041	130	-13	13	4041
131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064	131	-122	23	4064
132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078	132	-14	14	4078
133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095	133	-17	17	4095
134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109	134	-14	14	4109
135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122	135	-13	13	4122
136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135	136	-13	13	4135
137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150	137	-15	15	4150
138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163	138	-13	13	4163
139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176	139	-13	13	4176
140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195	140	-19	19	4195
141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211	141	-16	16	4211
142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224	142	-13	13	4224
143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240	143	-115	16	4240
144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253	144	-13	13	4253
145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268	145	-15	15	4268
146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281	146	-13	13	4281
147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305	147	-123	24	4305
148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320	148	-15	15	4320
149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333	149	-13	13	4333
150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346	150	-13	13	4346
151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359	151	-13	13	4359
152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372	152	-13	13	4372
153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385	153	-13	13	4385
154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406	154	-21	21	4406
155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426	155	-119	20	4426
156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447	156	-120	21	4447
157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462	157	-15	15	4462
158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475	158	-13	13	4475
159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488	159	-13	13	4488
160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503	160	-15	15	4503
161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520	161	-17	17	4520
162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533	162	-13	13	4533
163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567	163	-133	34	4567
164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580	164	-13	13	4580
165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593	165	-13	13	4593
166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606	166	-13	13	4606
167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619	167	-13	13	4619
168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632	168	-13	13	4632
169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649	169	-17	17	4649
170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662	170	-13	13	4662
171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676	171	-14	14	4676
172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689	172	-13	13	4689
173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706	173	-17	17	4706
174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722	174	-16	16	4722
175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735	175	-13	13	4735
176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748	176	-13	13	4748
177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763	177	-15	15	4763
178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778	178	-15	15	4778
179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793	179	-15	15	4793
180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813	180	-20	20	4813
181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826	181	-13	13	4826
182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840	182	-14	14	4840
183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855	183	-15	15	4855
184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870	184	-15	15	4870
185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883	185	-13	13	4883
186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896	186	-13	13	4896
187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912	187	-115	16	4912
188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934	188	-220	22	4934
189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947	189	-13	13	4947
190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970	190	-122	23	4970
191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995	191	-223	25	4995
192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022	192	-225	27	5022
193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044	193	-121	22	5044
194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057	194	-13	13	5057
195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070	195	-13	13	5070
196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083	196	-13	13	5083
197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096	197	-13	13	5096
198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109	198	-13	13	5109
199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124	199	-15	15	5124
